strategy_id,version,symbol,open_time,close_time,side,lots,entry_price,exit_price,commission,swap,profit,balance_after
day_trading/yen_fiscal_repatriation,v1,USDJPY,2018.09.17 03:15:00,2018.09.17 12:00:00,sell,0.13,111.980,111.967,0.00,0.00,1.51,10 156.14
day_trading/yen_fiscal_repatriation,v1,USDJPY,2018.09.18 03:15:00,2018.09.18 09:17:29,sell,0.14,111.740,112.140,0.00,0.00,-49.94,10 106.20
day_trading/yen_fiscal_repatriation,v1,USDJPY,2018.09.19 03:15:00,2018.09.19 12:00:00,sell,0.14,112.271,112.371,0.00,0.00,-12.46,10 093.74
day_trading/yen_fiscal_repatriation,v1,USDJPY,2018.09.20 03:15:00,2018.09.20 12:00:00,sell,0.14,112.291,112.261,0.00,0.00,3.74,10 097.48
day_trading/yen_fiscal_repatriation,v1,USDJPY,2018.09.21 03:15:00,2018.09.21 09:47:39,sell,0.14,112.478,112.878,0.00,0.00,-49.61,10 047.87
day_trading/yen_fiscal_repatriation,v1,USDJPY,2018.09.24 03:15:00,2018.09.24 12:00:00,sell,0.14,112.561,112.677,0.00,0.00,-14.41,10 033.46
day_trading/yen_fiscal_repatriation,v1,USDJPY,2018.09.25 03:15:00,2018.09.25 12:00:00,sell,0.14,112.750,112.881,0.00,0.00,-16.25,10 017.21
day_trading/yen_fiscal_repatriation,v1,USDJPY,2018.09.26 03:15:00,2018.09.26 12:00:00,sell,0.14,112.946,112.881,0.00,0.00,8.06,10 025.27
day_trading/yen_fiscal_repatriation,v1,USDJPY,2018.09.27 03:15:00,2018.09.27 12:00:00,sell,0.14,112.740,112.742,0.00,0.00,-0.25,10 025.02
day_trading/yen_fiscal_repatriation,v1,USDJPY,2018.09.28 03:15:00,2018.09.28 12:00:00,sell,0.14,113.378,113.499,0.00,0.00,-14.93,10 010.09
day_trading/yen_fiscal_repatriation,v1,USDJPY,2019.03.18 03:15:00,2019.03.18 12:00:00,sell,0.14,111.533,111.532,0.00,0.00,0.13,10 010.22
day_trading/yen_fiscal_repatriation,v1,USDJPY,2019.03.19 03:15:00,2019.03.19 12:00:00,sell,0.13,111.275,111.279,0.00,0.00,-0.47,10 009.75
day_trading/yen_fiscal_repatriation,v1,USDJPY,2019.03.20 03:15:00,2019.03.20 12:00:00,sell,0.13,111.476,111.603,0.00,0.00,-14.79,9 994.96
day_trading/yen_fiscal_repatriation,v1,USDJPY,2019.03.21 03:15:00,2019.03.21 12:00:00,sell,0.13,110.681,110.458,0.00,0.00,26.25,10 021.21
day_trading/yen_fiscal_repatriation,v1,USDJPY,2019.03.22 03:15:00,2019.03.22 12:00:00,sell,0.13,110.858,110.526,0.00,0.00,39.05,10 060.26
day_trading/yen_fiscal_repatriation,v1,USDJPY,2019.03.25 03:15:00,2019.03.25 12:00:00,sell,0.13,110.055,110.105,0.00,0.00,-5.90,10 054.36
day_trading/yen_fiscal_repatriation,v1,USDJPY,2019.03.26 03:15:00,2019.03.26 12:00:00,sell,0.13,110.074,110.149,0.00,0.00,-8.85,10 045.51
day_trading/yen_fiscal_repatriation,v1,USDJPY,2019.03.27 03:15:00,2019.03.27 12:00:00,sell,0.13,110.465,110.544,0.00,0.00,-9.29,10 036.22
day_trading/yen_fiscal_repatriation,v1,USDJPY,2019.03.28 03:15:00,2019.03.28 12:00:00,sell,0.13,110.315,110.288,0.00,0.00,3.18,10 039.40
day_trading/yen_fiscal_repatriation,v1,USDJPY,2019.03.29 03:15:00,2019.03.29 12:00:00,sell,0.13,110.607,110.764,0.00,0.00,-18.43,10 020.97
day_trading/yen_fiscal_repatriation,v1,USDJPY,2019.09.16 03:15:00,2019.09.16 12:00:00,sell,0.13,107.642,107.817,0.00,0.00,-21.10,9 999.87
day_trading/yen_fiscal_repatriation,v1,USDJPY,2019.09.17 03:15:00,2019.09.17 12:00:00,sell,0.13,108.044,108.161,0.00,0.00,-14.06,9 985.81
day_trading/yen_fiscal_repatriation,v1,USDJPY,2019.09.18 03:15:00,2019.09.18 12:00:00,sell,0.13,108.128,108.222,0.00,0.00,-11.29,9 974.52
day_trading/yen_fiscal_repatriation,v1,USDJPY,2019.09.19 03:15:00,2019.09.19 12:00:00,sell,0.13,108.425,108.006,0.00,0.00,50.43,10 024.95
day_trading/yen_fiscal_repatriation,v1,USDJPY,2019.09.20 03:15:00,2019.09.20 12:00:00,sell,0.13,107.991,107.932,0.00,0.00,7.11,10 032.06
day_trading/yen_fiscal_repatriation,v1,USDJPY,2019.09.23 03:15:00,2019.09.23 12:00:00,sell,0.13,107.666,107.362,0.00,0.00,36.81,10 068.87
day_trading/yen_fiscal_repatriation,v1,USDJPY,2019.09.24 03:15:00,2019.09.24 12:00:00,sell,0.13,107.630,107.640,0.00,0.00,-1.21,10 067.66
day_trading/yen_fiscal_repatriation,v1,USDJPY,2019.09.25 03:15:00,2019.09.25 12:00:00,sell,0.13,107.121,107.322,0.00,0.00,-24.35,10 043.31
day_trading/yen_fiscal_repatriation,v1,USDJPY,2019.09.26 03:15:00,2019.09.26 12:00:00,sell,0.13,107.615,107.617,0.00,0.00,-0.24,10 043.07
day_trading/yen_fiscal_repatriation,v1,USDJPY,2019.09.27 03:15:00,2019.09.27 12:00:00,sell,0.13,107.739,107.922,0.00,0.00,-22.04,10 021.03
day_trading/yen_fiscal_repatriation,v1,USDJPY,2019.09.30 03:15:00,2019.09.30 12:00:00,sell,0.13,107.956,107.908,0.00,0.00,5.78,10 026.81
day_trading/yen_fiscal_repatriation,v1,USDJPY,2020.03.17 03:15:00,2020.03.17 03:57:43,sell,0.13,106.262,106.667,0.00,0.00,-49.36,9 977.45
day_trading/yen_fiscal_repatriation,v1,USDJPY,2020.03.18 03:15:00,2020.03.18 12:00:00,sell,0.13,107.535,107.562,0.00,0.00,-3.26,9 974.19
day_trading/yen_fiscal_repatriation,v1,USDJPY,2020.03.19 03:15:00,2020.03.19 03:54:15,sell,0.13,108.310,108.710,0.00,0.00,-47.83,9 926.36
day_trading/yen_fiscal_repatriation,v1,USDJPY,2020.03.20 03:15:00,2020.03.20 12:00:00,sell,0.13,111.234,109.913,0.00,0.00,156.24,10 082.60
day_trading/yen_fiscal_repatriation,v1,USDJPY,2020.03.23 03:15:00,2020.03.23 03:54:40,sell,0.13,110.360,110.760,0.00,0.00,-46.95,10 035.65
day_trading/yen_fiscal_repatriation,v1,USDJPY,2020.03.24 03:15:00,2020.03.24 12:00:00,sell,0.13,110.924,110.714,0.00,0.00,24.66,10 060.31
day_trading/yen_fiscal_repatriation,v1,USDJPY,2020.03.25 03:15:00,2020.03.25 11:17:42,sell,0.13,111.163,111.565,0.00,0.00,-46.84,10 013.47
day_trading/yen_fiscal_repatriation,v1,USDJPY,2020.03.26 03:15:00,2020.03.26 12:00:00,sell,0.13,110.854,110.108,0.00,0.00,88.08,10 101.55
day_trading/yen_fiscal_repatriation,v1,USDJPY,2020.03.27 03:15:00,2020.03.27 12:00:00,sell,0.13,109.242,108.922,0.00,0.00,38.19,10 139.74
day_trading/yen_fiscal_repatriation,v1,USDJPY,2020.03.30 03:15:00,2020.03.30 09:50:17,sell,0.13,107.564,107.966,0.00,0.00,-48.40,10 091.34
day_trading/yen_fiscal_repatriation,v1,USDJPY,2020.03.31 03:15:00,2020.03.31 03:51:39,sell,0.13,108.034,108.434,0.00,0.00,-47.96,10 043.38
day_trading/yen_fiscal_repatriation,v1,USDJPY,2020.09.16 03:15:00,2020.09.16 12:00:00,sell,0.13,105.305,105.199,0.00,0.00,13.10,10 056.48
day_trading/yen_fiscal_repatriation,v1,USDJPY,2020.09.17 03:15:00,2020.09.17 12:00:00,sell,0.13,104.968,104.746,0.00,0.00,27.55,10 084.03
day_trading/yen_fiscal_repatriation,v1,USDJPY,2020.09.18 03:15:00,2020.09.18 12:00:00,sell,0.13,104.782,104.480,0.00,0.00,37.58,10 121.61
day_trading/yen_fiscal_repatriation,v1,USDJPY,2020.09.21 03:15:00,2020.09.21 12:00:00,sell,0.13,104.527,104.124,0.00,0.00,50.32,10 171.93
day_trading/yen_fiscal_repatriation,v1,USDJPY,2020.09.22 03:15:00,2020.09.22 12:00:00,sell,0.13,104.703,104.557,0.00,0.00,18.15,10 190.08
day_trading/yen_fiscal_repatriation,v1,USDJPY,2020.09.23 03:15:00,2020.09.23 12:00:00,sell,0.13,105.023,105.083,0.00,0.00,-7.42,10 182.66
day_trading/yen_fiscal_repatriation,v1,USDJPY,2020.09.24 03:15:00,2020.09.24 12:00:00,sell,0.13,105.402,105.352,0.00,0.00,6.17,10 188.83
day_trading/yen_fiscal_repatriation,v1,USDJPY,2020.09.25 03:15:00,2020.09.25 12:00:00,sell,0.13,105.478,105.443,0.00,0.00,4.32,10 193.15
day_trading/yen_fiscal_repatriation,v1,USDJPY,2020.09.28 03:15:00,2020.09.28 12:00:00,sell,0.13,105.491,105.338,0.00,0.00,18.88,10 212.03
day_trading/yen_fiscal_repatriation,v1,USDJPY,2020.09.29 03:15:00,2020.09.29 12:00:00,sell,0.13,105.370,105.681,0.00,0.00,-38.26,10 173.77
day_trading/yen_fiscal_repatriation,v1,USDJPY,2020.09.30 03:15:00,2020.09.30 12:00:00,sell,0.13,105.719,105.664,0.00,0.00,6.77,10 180.54
day_trading/yen_fiscal_repatriation,v1,USDJPY,2021.03.17 03:15:00,2021.03.17 12:00:00,sell,0.13,109.046,109.143,0.00,0.00,-11.55,10 168.99
day_trading/yen_fiscal_repatriation,v1,USDJPY,2021.03.18 03:15:00,2021.03.18 12:00:00,sell,0.13,108.914,109.107,0.00,0.00,-23.00,10 145.99
day_trading/yen_fiscal_repatriation,v1,USDJPY,2021.03.19 03:15:00,2021.03.19 12:00:00,sell,0.13,108.974,108.652,0.00,0.00,38.53,10 184.52
day_trading/yen_fiscal_repatriation,v1,USDJPY,2021.03.22 03:15:00,2021.03.22 12:00:00,sell,0.13,108.844,108.679,0.00,0.00,19.74,10 204.26
day_trading/yen_fiscal_repatriation,v1,USDJPY,2021.03.23 03:15:00,2021.03.23 12:00:00,sell,0.13,108.777,108.758,0.00,0.00,2.27,10 206.53
day_trading/yen_fiscal_repatriation,v1,USDJPY,2021.03.24 03:15:00,2021.03.24 12:00:00,sell,0.13,108.553,108.641,0.00,0.00,-10.53,10 196.00
day_trading/yen_fiscal_repatriation,v1,USDJPY,2021.03.25 03:15:00,2021.03.25 12:00:00,sell,0.13,108.849,109.131,0.00,0.00,-33.59,10 162.41
day_trading/yen_fiscal_repatriation,v1,USDJPY,2021.03.26 03:15:00,2021.03.26 12:00:00,sell,0.13,109.187,109.479,0.00,0.00,-34.67,10 127.74
day_trading/yen_fiscal_repatriation,v1,USDJPY,2021.03.29 03:15:00,2021.03.29 12:00:00,sell,0.13,109.693,109.638,0.00,0.00,6.52,10 134.26
day_trading/yen_fiscal_repatriation,v1,USDJPY,2021.03.30 03:15:00,2021.03.30 10:39:27,sell,0.13,109.821,110.222,0.00,0.00,-47.30,10 086.96
day_trading/yen_fiscal_repatriation,v1,USDJPY,2021.03.31 03:15:00,2021.03.31 05:58:30,sell,0.13,110.435,110.836,0.00,0.00,-47.03,10 039.93
day_trading/yen_fiscal_repatriation,v1,USDJPY,2021.09.16 03:15:00,2021.09.16 12:00:00,sell,0.13,109.395,109.389,0.00,0.00,0.71,10 040.64
day_trading/yen_fiscal_repatriation,v1,USDJPY,2021.09.17 03:15:00,2021.09.17 12:00:00,sell,0.13,109.730,109.983,0.00,0.00,-29.90,10 010.74
day_trading/yen_fiscal_repatriation,v1,USDJPY,2021.09.20 03:15:00,2021.09.20 12:00:00,sell,0.13,110.017,109.684,0.00,0.00,39.47,10 050.21
day_trading/yen_fiscal_repatriation,v1,USDJPY,2021.09.21 03:15:00,2021.09.21 12:00:00,sell,0.13,109.451,109.559,0.00,0.00,-12.82,10 037.39
day_trading/yen_fiscal_repatriation,v1,USDJPY,2021.09.22 03:15:00,2021.09.22 08:20:41,sell,0.13,109.156,109.558,0.00,0.00,-47.70,9 989.69
day_trading/yen_fiscal_repatriation,v1,USDJPY,2021.09.23 03:15:00,2021.09.23 12:00:00,sell,0.13,109.858,109.948,0.00,0.00,-10.64,9 979.05
day_trading/yen_fiscal_repatriation,v1,USDJPY,2021.09.24 03:15:00,2021.09.24 12:00:00,sell,0.13,110.335,110.427,0.00,0.00,-10.83,9 968.22
day_trading/yen_fiscal_repatriation,v1,USDJPY,2021.09.27 03:15:00,2021.09.27 12:00:00,sell,0.13,110.711,110.917,0.00,0.00,-24.14,9 944.08
day_trading/yen_fiscal_repatriation,v1,USDJPY,2021.09.28 03:15:00,2021.09.28 10:06:34,sell,0.13,110.996,111.396,0.00,0.00,-46.68,9 897.40
day_trading/yen_fiscal_repatriation,v1,USDJPY,2022.03.17 03:15:00,2022.03.17 12:00:00,sell,0.13,118.943,118.687,0.00,0.00,28.04,9 925.44
day_trading/yen_fiscal_repatriation,v1,USDJPY,2022.03.18 03:15:00,2022.03.18 10:23:38,sell,0.14,118.598,118.998,0.00,0.00,-47.06,9 878.38
day_trading/yen_fiscal_repatriation,v1,USDJPY,2022.03.21 03:15:00,2022.03.21 12:00:00,sell,0.14,119.220,119.211,0.00,0.00,1.06,9 879.44
day_trading/yen_fiscal_repatriation,v1,USDJPY,2022.03.22 03:15:00,2022.03.22 07:16:21,sell,0.14,119.680,120.089,0.00,0.00,-47.68,9 831.76
day_trading/yen_fiscal_repatriation,v1,USDJPY,2022.03.23 03:15:00,2022.03.23 12:00:00,sell,0.14,121.245,120.906,0.00,0.00,39.25,9 871.01
day_trading/yen_fiscal_repatriation,v1,USDJPY,2022.03.24 03:15:00,2022.03.24 09:57:31,sell,0.14,121.187,121.588,0.00,0.00,-46.17,9 824.84
day_trading/yen_fiscal_repatriation,v1,USDJPY,2022.03.25 03:15:00,2022.03.25 12:00:00,sell,0.14,122.017,121.514,0.00,0.00,57.95,9 882.79
day_trading/yen_fiscal_repatriation,v1,USDJPY,2022.03.28 03:15:00,2022.03.28 04:13:31,sell,0.15,122.151,122.551,0.00,0.00,-48.96,9 833.83
day_trading/yen_fiscal_repatriation,v1,USDJPY,2022.03.29 03:15:00,2022.03.29 03:51:21,sell,0.15,123.483,123.897,0.00,0.00,-50.12,9 783.71
day_trading/yen_fiscal_repatriation,v1,USDJPY,2022.03.30 03:15:00,2022.03.30 12:00:00,sell,0.15,122.755,121.617,0.00,0.00,140.36,9 924.07
day_trading/yen_fiscal_repatriation,v1,USDJPY,2022.03.31 03:15:00,2022.03.31 12:00:00,sell,0.15,122.120,122.184,0.00,0.00,-7.86,9 916.21
day_trading/yen_fiscal_repatriation,v1,USDJPY,2022.09.16 03:15:00,2022.09.16 09:05:36,sell,0.15,143.242,143.643,0.00,0.00,-41.87,9 874.34
day_trading/yen_fiscal_repatriation,v1,USDJPY,2022.09.19 03:15:00,2022.09.19 05:03:59,sell,0.17,142.786,143.188,0.00,0.00,-47.73,9 826.61
day_trading/yen_fiscal_repatriation,v1,USDJPY,2022.09.20 03:15:00,2022.09.20 09:04:53,sell,0.17,143.033,143.443,0.00,0.00,-48.59,9 778.02
day_trading/yen_fiscal_repatriation,v1,USDJPY,2022.09.21 03:15:00,2022.09.21 07:33:11,sell,0.17,143.492,143.892,0.00,0.00,-47.26,9 730.76
day_trading/yen_fiscal_repatriation,v1,USDJPY,2022.09.22 03:15:00,2022.09.22 05:51:08,sell,0.17,144.297,144.701,0.00,0.00,-47.46,9 683.30
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2017.09.18 03:15:00,2017.09.18 09:59:05,sell,0.13,132.705,133.107,-0.73,0.00,-47.65,9 952.35
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2017.09.19 03:15:00,2017.09.19 08:16:40,sell,0.13,133.406,133.806,-0.73,0.00,-47.28,9 905.07
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2017.09.20 03:15:00,2017.09.20 12:00:00,sell,0.13,133.754,133.708,-0.73,0.00,4.64,9 909.71
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2017.09.21 03:15:00,2017.09.21 09:50:32,sell,0.13,133.649,134.049,-0.73,0.00,-46.87,9 862.84
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2017.09.22 03:15:00,2017.09.22 12:00:00,sell,0.13,134.340,134.341,-0.72,0.00,-0.84,9 862.00
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2017.09.25 03:15:00,2017.09.25 12:00:00,sell,0.13,134.170,133.483,-0.72,0.00,78.94,9 940.94
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2017.09.26 03:15:00,2017.09.26 12:00:00,sell,0.13,132.420,132.038,-0.72,0.00,43.73,9 984.67
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2017.09.27 03:15:00,2017.09.27 12:00:00,sell,0.14,132.459,132.501,-0.77,0.00,-5.98,9 978.69
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2017.09.28 03:15:00,2017.09.28 12:00:00,sell,0.14,132.529,132.709,-0.77,0.00,-23.11,9 955.58
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2017.09.29 03:15:00,2017.09.29 12:00:00,sell,0.14,132.589,132.801,-0.77,0.00,-27.14,9 928.44
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2018.03.19 03:15:00,2018.03.19 12:00:00,sell,0.13,130.236,130.065,-0.70,0.00,20.29,9 948.73
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2018.03.20 03:15:00,2018.03.20 04:43:42,sell,0.13,130.803,131.207,-0.70,0.00,-50.14,9 898.59
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2018.03.21 03:15:00,2018.03.21 12:00:00,sell,0.13,130.450,130.559,-0.70,0.00,-14.03,9 884.56
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2018.03.22 03:15:00,2018.03.22 12:00:00,sell,0.13,130.935,130.689,-0.71,0.00,29.53,9 914.09
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2018.03.23 03:15:00,2018.03.23 12:00:00,sell,0.13,129.332,129.403,-0.70,0.00,-9.50,9 904.59
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2018.03.26 03:15:00,2018.03.26 03:55:42,sell,0.12,129.525,129.925,-0.65,0.00,-46.38,9 858.21
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2018.03.27 03:15:00,2018.03.27 12:00:00,sell,0.13,131.423,131.218,-0.71,0.00,24.54,9 882.75
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2018.03.28 03:15:00,2018.03.28 12:00:00,sell,0.13,131.007,130.844,-0.70,0.00,19.37,9 902.12
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2018.03.29 03:15:00,2018.03.29 12:00:00,sell,0.13,131.445,131.242,-0.70,0.00,24.04,9 926.16
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2018.03.30 03:15:00,2018.03.30 12:00:00,sell,0.13,130.946,130.890,-0.70,0.00,6.16,9 932.32
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2018.09.17 03:15:00,2018.09.17 12:00:00,sell,0.13,130.207,130.472,-0.65,0.00,-31.42,9 900.90
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2018.09.18 03:15:00,2018.09.18 06:00:40,sell,0.13,130.459,130.859,-0.65,0.00,-47.08,9 853.82
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2018.09.19 03:15:00,2018.09.19 10:37:38,sell,0.13,131.066,131.466,-0.66,0.00,-46.96,9 806.86
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2018.09.20 03:15:00,2018.09.20 11:16:15,sell,0.13,131.083,131.483,-0.66,0.00,-46.97,9 759.89
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2018.09.21 03:15:00,2018.09.21 08:10:32,sell,0.13,132.499,132.899,-0.66,0.00,-46.77,9 713.12
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2018.09.24 03:15:00,2018.09.24 12:00:00,sell,0.13,132.281,132.591,-0.66,0.00,-36.43,9 676.69
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2019.03.18 03:15:00,2019.03.18 12:00:00,sell,0.13,126.259,126.523,-0.64,0.00,-31.41,9 645.28
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2019.03.19 03:15:00,2019.03.19 12:00:00,sell,0.13,126.151,126.359,-0.65,0.00,-24.95,9 620.33
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2019.03.20 03:15:00,2019.03.20 12:00:00,sell,0.13,126.626,126.619,-0.64,0.00,0.18,9 620.51
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2019.03.21 03:15:00,2019.03.21 12:00:00,sell,0.13,126.464,125.902,-0.65,0.00,65.49,9 686.00
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2019.03.22 03:15:00,2019.03.22 12:00:00,sell,0.13,126.067,124.922,-0.65,0.00,134.03,9 820.03
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2019.03.25 03:15:00,2019.03.25 12:00:00,sell,0.13,124.328,124.502,-0.64,0.00,-21.18,9 798.85
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2019.03.26 03:15:00,2019.03.26 12:00:00,sell,0.13,124.559,124.540,-0.65,0.00,1.59,9 800.44
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2019.03.27 03:15:00,2019.03.27 12:00:00,sell,0.13,124.546,124.640,-0.65,0.00,-11.70,9 788.74
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2019.03.28 03:15:00,2019.03.28 12:00:00,sell,0.13,124.136,124.098,-0.64,0.00,3.84,9 792.58
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2019.03.29 03:15:00,2019.03.29 12:00:00,sell,0.13,124.240,124.385,-0.64,0.00,-17.66,9 774.92
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2019.09.16 03:15:00,2019.09.16 12:00:00,sell,0.13,119.242,119.235,-0.63,0.00,0.21,9 775.13
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2019.09.17 03:15:00,2019.09.17 12:00:00,sell,0.13,118.906,119.136,-0.62,0.00,-28.26,9 746.87
day_trading/yen_fiscal_repatriation,v1,EURJPY.r,2019.09.18 03:15:00,2019.09.18 12:00:00,sell,0.13,119.736,119.494,-0.62,0.00,28.45,9 775.32
